num_clients,run,c_value,jfi
10,1,11,0.9283051649051944
10,1,21,0.7517562465750308
10,1,31,0.9978596339454209
10,1,41,0.9964091255121199
10,1,51,0.9980100148715525
10,1,61,0.9983996515702772
10,1,71,0.997938177555102
10,1,81,0.996844411613277
